news_item_id,news_item_entry_date,news_item_pi_first_name,news_item_pi_last_name,news_item_pi_title,news_item_pi_institution,news_item_pi_website,news_item_short_title,news_item_blurb,news_item_full_text,news_item_image_name,news_item_full_title,news_item_authors,news_item_citation,news_item_journal_url
15350,3/20/23,Joel P.,Schneider,Deputy Director,National Cancer Institute,https://ccr.cancer.gov/staff-directory/joel-p-schneider,SPAAC Reactions,"Joel P. Schneider, Yixin Xie, and Tania L. Lopez-Silva at the National Cancer Institute, report a new positively charged azidoamino acid for strain-promoted azide–alkyne cycloaddition...","<p>Joel P. Schneider, Yixin Xie, and Tania L. Lopez-Silva at the National Cancer Institute, report a new positively charged azidoamino acid for strain-promoted azide–alkyne cycloaddition, SPAAC, applications that overcomes possible solubility limitations of commonly used azidolysine, especially in systems with numerous ligation sites. The residue is easily synthesized, is compatible with Fmoc-based solid-phase peptide synthesis employing a range of coupling conditions, and offers efficient second-order rate constants in SPAAC ligations employing DBCO (0.34 M<sup>–1</sup> s<sup>–1</sup>) and BCN (0.28 M<sup>–1</sup> s<sup>–1</sup>).</p>
<p>Strain-promoted azide−alkyne cycloaddition has become a widely used tool for selective modifications of biomolecules <em>in vitro</em> and <em>in vivo</em> for numerous chemical biology and materials applications. This reaction is advantageous because of its chemoselectivity, reaction rates, and compatibility with aqueous physiological environments. However, the modification of peptides, proteins, and other macromolecules with azide or strained alkyne groups for SPAAC reactions can affect the macromolecule’s physical, structural, and functional properties, particularly when residues in the native primary sequence are altered or when multiple modifications are required.</p>
<p>For example, incorporating ligation handles can dramatically increase the macromolecular hydrophobicity, which affects the solubility and aggregation propensity. In some cases, organic solvents are needed to aid solubility, but at the risk of influencing the macromolecular structure.</p>
<p>A case in point is azidolysine <sup>N<sub>3</sub></sup>K, which is commonly used to introduce an azide into peptides and proteins by solid-phase peptide synthesis, SPPS, often replacing a Lys residue in the native primary sequence. However, this replacement eliminates the Lys side-chain amine group that provides positive charge, which in turn facilitates solubility. Furthermore, side-chain positive charge may also be required for molecular interactions relevant to structure and function. In our own work, we experienced a problematic decrease in the solubility of peptides when <sup>N<sub>3</sub></sup>K was incorporated at the expense of Lys. </p>
<p>One strategy to improve on commonly used SPAAC-enabling amino acids is to design unnatural residues that not only contain the necessary click chemistry handles but also functional groups that mimic those found in naturally occurring side chains. In this work, the Schneider Group designed the positively charged azido-containing amino acid 1 to address the issue of decreased macromolecule solubility that often accompanies replacment of Lys with <sup>N<sub>3</sub></sup>K.</p>",silva_schneider_xin.jpg,Hydrophilic Azide-Containing Amino Acid to Enhance the Solubility of Peptides for SPAAC Reactions,"Yixin Xie, Tania L. Lopez-Silva, and Joel P. Schneider","Org. Lett. 2022, 24, 40, 7378–7382",https://pubs.acs.org/doi/full/10.1021/acs.orglett.2c02906
18609,9/16/24,Christian,Steuer,Professor,ETH Zūrich,https://pharmaceutical-analytics.ethz.ch/about-us.html,"""PickaPep"" Application","Published in <em>Peptide Science</em>, the Steuer Group at ETH, Zūrich, presents ""PICKAPEP,"" an application developed for Mac and Windows, enabling the virtual construction...","<p>The interest in peptides and especially in peptidomimetic structures has risen enormously in the past few years. Novel modification strategies including nonnatural amino acids, sophisticated cyclization strategies, and side chain modifications to improve the pharmacokinetic properties of peptides are continuously arising. However, a calculator tool accompanying the current development in peptide sciences towards modified peptides is missing.</p>
<img alt=""The Steuer Group"" class=""img-responsive"" src=""steuer_pickapep_group.jpg""/>
<p class=""small"">The Steuer Group</p>
<p>Published in <em>Peptide Science</em>, the Steuer Group at ETH, Zūrich, presents ""PICKAPEP,"" an application developed for Mac and Windows, enabling the virtual construction and visualization of peptidomimetics ranging from well-known cyclized and modified peptides such as ciclosporin A up to fully self-designed peptide-based structures with custom amino acids.</p>
<p>Calculated parameters include the molecular weight, the water–octanol partition coefficient, the topological polar surface area, the number of rotatable bonds, and the peptide SMILES code. To the group members' knowledge, PICKAPEP is the first tool allowing users to add custom amino acids as building blocks and also the only tool giving the possibility to process large peptide libraries and calculate parameters for multiple peptides at once.</p>
Members in the Steuer Group believe that PICKAPEP will support peptide researchers in their work and will find wide application in current as well as future peptide drug development processes. PICKAPEP is available open source for Windows and Mac <a href=""https://www.research-collection.ethz.ch/handle/20.500.11850/681174"" target=""_blank"">here</a>.",steuer_pickapep_peptide_science_july_24.jpg,PICKAPEP: An Application for Parameter Calculation and Visualization of Cyclized and Modified Peptidomimetics,"Vanessa Erckes, Mattis Hilleke, Clemens Isert, Christian Steuer","<em>Peptide Science</em>, 2024, 31 July, online",https://onlinelibrary.wiley.com/doi/10.1002/psc.3646
18020,8/28/24,Yongchao,Su,,Merck,,Peptide Permeation,"Macrocyclic peptides show promise in targeting high-value therapeutically relevant binding sites due to their high affinity and specificity. However, their clinical application...","<p>Macrocyclic peptides show promise in targeting high-value therapeutically relevant binding sites due to their high affinity and specificity. However, their clinical application is often hindered by low membrane permeability, which limits their effectiveness against intracellular targets. Previous studies focused on peptide conformations in various solvents, leaving a gap in understanding their interactions with and translocation through lipid bilayers.</p>
<p>Addressing this, a study published in <em>JACS</em>, performed by researchers from Merck, Quantitative Biosciences, and the Bioinformatics Institute (Agency for Science Technology and Research, A*STAR, Singapore), explores the membrane interactions of stapled peptides, a subclass of macrocyclic peptides, using solid-state nuclear magnetic resonance, ssNMR, spectroscopy and molecular dynamics, MD, simulations.</p>
<img alt=""Figure"" class=""img-responsive"" src=""su_yongchao_jacs_aug_24_2.jpg""/>
<p class=""small"">Figure 1. Sequences and isotopic labeling of the stapled peptides employed here. (A) The natural abundance version of ATSP-7041M, a staple peptide named P53 for convenience.  (B, C) ATSP-7041M with uniformly isotopically labeled <sup>13</sup>C, <sup>15</sup>N-labeled residues. These include P53 peptides isotopically labeled at Leu<sub>2</sub>, Thr<sub>3</sub>, Phe<sub>4</sub>, Ala<sub>14</sub>, and Ala<sub>15</sub>, named LTFAA-P53 (B); Tyr<sub>7</sub>, Trp<sub>8</sub>, Ala<sub>9</sub>, and Gln<sub>10</sub>, named YWAQ-P53 (C); and Glu<sub>6</sub>, Leu<sub>11</sub>, and Ser<sub>14</sub>, named ELS-P53 (D).</p>
<p>The group members conducted ssNMR measurements on ATSP-7041M, a prototypical stapled peptide, to understand its interaction with lipid membranes, leading to an MD-informed model for peptide membrane permeation. Their findings reveal that ATSP-7041M adopts a stable α-helical structure upon membrane binding, facilitated by a cation−π interaction between its phenylalanine side chain and the lipid headgroup. This interaction makes the membrane-bound state energetically favorable, facilitating membrane affinity and insertion.</p>
<p>The bound peptide displayed asymmetric insertion depths, with the C-terminus penetrating deeper, approximately 9 Å, than the N-terminus, approximately 4.3 Å, relative to the lipid headgroups. Contrary to expectations, peptide dynamics was not hindered by membrane binding and exhibited rapid motions similar to cell-penetrating peptides. These dynamic interactions and peptide–lipid affinity appear to be crucial for membrane permeation. MD simulations indicated a thermodynamically stable transmembrane conformation of ATSP-7041M, reducing the energy barrier for translocation.</p>
<p>This study offers an <em>in silico</em> view of ATSP-7041M’s translocation from the extracellular to the intracellular region, highlighting the significance of peptide–lipid interactions and dynamics in enabling peptide transit through membranes.</p>",su_yongchao_jacs_aug_24.jpg,Molecular Mechanism of P53 Peptide Permeation through Lipid Membranes from Solid-State NMR Spectroscopy and Molecular Dynamics Simulations,"Mingyue Li, Jianguo Li, Xingyu Lu, Ryan Schroder, Arun Chandramohan, W. Peter Wuelfing, Allen C. Templeton, Wei Xu, Marian Gindy, Filippos Kesisoglou, Jing Ling, Tomi Sawyer, Chandra S. Verma, Anthony W. Partridge, Yongchao Su","<em>J. Am. Chem. Soc.</em>, 2024, 146, 33, 23075–23091",https://pubs.acs.org/doi/10.1021/jacs.4c04230
15317,1/9/21,Hiroaki,Suga,Prof.,The University of Tokyo,https://www.chem.s.u-tokyo.ac.jp/users/bioorg/English/index.html,Cyclic Peptide Ligands,Herein is identified three cyclic peptide ligands of K-Ras(G12D) using an integrated in vitro translation−mRNA display selection platform...,"<p>Herein is identified three cyclic peptide ligands of K-Ras(G12D) using an integrated <em>in vitro</em> translation−mRNA display selection platform. These cyclic peptides show preferential binding to the GTP-bound state of K-Ras(G12D) over the GDP-bound state and block Ras-Raf interaction. <p></p>
<p>A co-crystal structure of peptide KD2 with KRas(G12D)·GppNHp reveals that this peptide binds in the Switch II groove region with concomitant opening of the Switch II loop and a 40° rotation of the α2 helix, and that a threonine residue (Thr10) on KD2 has direct access to the mutant aspartate (Asp12) on K-Ras. <p></p>
<p>Replacing this threonine with non-natural amino acids afforded peptides with improved potency at inhibiting the interaction between Raf1-RBD and KRas(G12D) but not wildtype K-Ras. The union of G12D over wildtype selectivity and GTP state/GDP state selectivity is particularly desirable, considering that oncogenic K-Ras(G12D) exists predominantly in the GTP state in cancer cells, and wildtype K-Ras signaling is important for the maintenance of healthy cells.<p></p></p></p></p>",suga_cyclic_peptide_ligands.jpg,GTP-State-Selective Cyclic Peptide Ligands of K‑Ras(G12D) Block Its Interaction with Raf,"Ziyang Zhang, Rong Gao, Qi Hu, Hayden Peacock, D. Matthew Peacock, Shizhong Dai, Kevan M. Shokat, and Hiroaki Suga","ACS Cent. Sci. 2020, 6, 1753−1761",https://pubs.acs.org/doi/10.1021/acscentsci.0c00514
19161,11/13/24,Hiroaki,Suga,Professor,University of Tokyo,,Macrocyclic Peptide Ligands,"Prenylation of peptides is widely observed in the secondary metabolites of diverse organisms, granting peptides unique chemical properties distinct from proteinogenic amino acids. Discovery of...","<p>Prenylation of peptides is widely observed in the secondary metabolites of diverse organisms, granting peptides unique chemical properties distinct from proteinogenic amino acids. Discovery of prenylated peptide agents has largely relied on isolation or genome mining of naturally occurring molecules.</p>
<p>To devise a platform technology for <em>de novo</em> discovery of artificial prenylated peptides targeting a protein of choice, members from the Hiroaki Suga and Yuki Goto groups at the University of Tokyo, published in <em>Angewandte Chemie</em>, have integrated the thioether-macrocyclic peptide, teMP, library construction/selection technology, so-called RaPID, Random nonstandard Peptides Integrated Discovery, system, with a Trp-<em>C3</em>-prenyltransferase KgpF involved in the biosynthesis of a prenylated natural product. This unique enzyme exhibited remarkably broad substrate tolerance, capable of modifying various Trp-containing teMPs to install a prenylated residue with tricyclic constrained structure.</p>
<p>The group members constructed a vast library of prenylated teMPs and subjected it to <em>in vitro</em> selection against a phosphoglycerate mutase. This selection platform has led to the identification of a pseudo-natural prenylated teMP inhibiting the target enzyme with an IC<sub>50</sub> of 30 nM. Importantly, the prenylation was essential for the inhibitory activity, enhanced serum stability, and cellular uptake of the peptide, highlighting the benefits of peptide prenylation.</p>
<p>This work showcases the <em>de novo</em> discovery platform for pseudo-natural prenylated peptides, which is readily applicable to other drug targets.</p>",suga_hiroaki_anie_june_2024.jpg,<i>De Novo</i> Discovery of Pseudo-Natural Prenylated Macrocyclic Peptide Ligands,"Sumika Inoue, Dinh Thanh Nguyen, Keisuke Hamada, Rika Okuma, Chikako Okada, Masahiro Okada, Ikuro Abe, Toru Sengoku, Yuki Goto, and Hiroaki Suga","<em>Angewandte Chemie</em>,Volume 63, Issue 36, September 2, 2024, e202409973",https://onlinelibrary.wiley.com/doi/full/10.1002/anie.202409973
19705,3/9/25,Hiroaki,Suga,Professor,University of Tokyo,,Selective Coupling,"<br/>α,β-Dehydroalanine, ΔAla, is a highly reactive nonproteinogenic amino acid that serves as a versatile handle for modifying peptides, natural products, NPs, and proteins. While many ΔAla functionalization...","<p>α,β-Dehydroalanine, ΔAla, is a highly reactive nonproteinogenic amino acid that serves as a versatile handle for modifying peptides, natural products, NPs, and proteins. While many ΔAla functionalization strategies exist, they often yield complex product mixtures, limiting their application. Published in the <em>Journal of the American Chemical Society</em>, researchers in the Hiroaki Suga Group at the University of Tokyo, in collaboration with the Vinogradov team at the National University of Singapore, present a highly selective Pd(II)-mediated coupling reaction that enables the precise modification of ΔAla-containing peptides and proteins.</p>

<div style=""margin: 29px 0 29px 0"">
	<div class=""col-md-6"">
		<img src=""suga_hiroaki_guitar.jpg"" alt=""Hiroaki Suga"" class=""img-responsive"">
		<p class=""small"">Hiroaki Suga</p>
	</div>
	<div class=""col-md-6"">
<img alt=""Alexander Vinogradov"" class=""img-responsive"" src=""vinogradov_alexander.jpg""/>
<p class=""small"">Alexander Vinogradov</p>
</div>

<p><strong>Key Findings</strong></p>
<ul>
<li><p>The reaction couples aryl N-methylimidodiacetic acid, MIDA, boronates to ΔAla-containing substrates, forming ΔzPhe derivatives with high regio- and stereoselectivity.</p></li>
<li><p>This transformation occurs in aqueous conditions at 37°C, within 24 hours, using fully unprotected peptides and proteins.</p></li>
<li><p>The use of N,N'-ethylene-bis-L-threonine, H2ebt, as a Pd(II) ligand is critical for accelerating the reaction while ensuring product purity.</p></li>
<li><p>The method is compatible with a broad range of peptides, NP-like compounds, and intact proteins, including ubiquitin and PstS.</p></li>
<li><p>A one-pot chemoribosomal synthesis strategy has been developed, integrating this chemistry with ribosomal peptide translation and enzymatic dehydration for ΔAla incorporation.</p></li>
</ul>
<p><strong>Applications</strong><br/>This method provides a powerful tool for late-stage peptide and protein modification, bioconjugation, and drug discovery. The ability to selectively derivatize ΔAla-containing natural products, such as thiopeptides, offers a route for tailoring bioactive molecules with enhanced pharmacological properties. Furthermore, its integration with in vitro translation technologies opens avenues for discovering bioactive peptide ligands through mRNA display screening.</p>
<p>This advancement represents a significant step forward in site-selective peptide functionalization, expanding the toolkit available for researchers working in chemical biology and peptide-based therapeutics.</p>",suga_hiroaki_jacs_feb_2025.jpg,Ligand-Enabled Selective Coupling of MIDA Boronates to Dehydroalanine-Containing Peptides and Proteins,"Alexander A. Vinogradov, Shih-Yu Pan, and Hiroaki Suga","<em>J. Am. Chem. Soc.</em>, 2025, 147, 9, 7533–754",https://pubs.acs.org/doi/10.1021/jacs.4c16525
18617,9/17/24,Hiroaki,Suga,Professor,University of Tokyo,,Highly Active & Stable Peptides,"Nonproteinogenic amino acids, including <span style=""font-size: 12px;"">D</span>-α-, β-, and γ-amino acids, present in bioactive peptides play pivotal roles in their biochemical activities and proteolytic stabilities...","<p>Nonproteinogenic amino acids, including <span style=""font-size: 12px;"">D</span>-α-, β-, and γ-amino acids, present in bioactive peptides play pivotal roles in their biochemical activities and proteolytic stabilities. <span style=""font-size: 12px;"">D</span>-α-Amino acids, <span style=""font-size: 12px;"">D</span>αAA, are widely used building blocks that can enhance the proteolytic stability. Cyclic β<sup>2,3</sup>-amino acids, <span style=""font-size: 12px;"">C</span>βAA, for instance, can fold peptides into rigid secondary structures, improving the binding affinity and proteolytic stability.</p>
<p>Cyclic γ<sup>2,4</sup>-amino acids, cγAA, are recently highlighted as rigid residues capable of preventing the proteolysis of flanking residues. Simultaneous incorporation of all <span style=""font-size: 12px;"">D</span>αAA, cβAA, and cγAA into a peptide is expected to yield <span style=""font-size: 12px;"">L</span>-α/<span style=""font-size: 12px;"">D</span>-α/β/γ-hybrid peptides with improved stability and potency. Despite challenges in the ribosomal incorporation of multiple nonproteinogenic amino acids, our engineered tRNA<sup>Pro1E2</sup> successfully reaches such a difficulty.</p>
<p>In work published in <em>JACS</em>, researchers in the Suga Group at the University of Tokyo, report the ribosomal synthesis of macrocyclic <span style=""font-size: 12px;"">L</span>-α/<span style=""font-size: 12px;"">D</span>-α/β/γ-hybrid peptide libraries and their application to <em>in vitro</em> selection against interferon gamma receptor 1, IFNGR1.</p>
<p>One of the resulting <span style=""font-size: 12px;"">L</span>-α/<span style=""font-size: 12px;"">D</span>-α/β/γ-hybrid peptides, IB1, exhibited remarkable inhibitory activity against the IFN-γ/IFNGR1 protein–protein interaction, (PPI) (IC<sub>50</sub> = 12 nM), primarily attributed to the presence of a cβAA in the sequence. Additionally, cγAAs and <span style=""font-size: 12px;"">D</span>αAAs in the resulting peptides contributed to their serum stability.</p>
<p>Furthermore, our peptides effectively inhibit IFN-γ/IFNGR1 PPI at the cellular level (best IC<sub>50</sub> = 0.75 μM). Altogether, our platform expands the chemical space available for exploring peptides with high activity and stability, thereby enhancing their potential for drug discovery.</p>",suga_hiroaki_lab_img.jpg,"In Vitro Selection of Macrocyclic <span style=""font-size: 12px;"">L</span>-α/<span style=""font-size: 12px;"">D</span>-α/β/γ-Hybrid Peptides Targeting IFN-γ/IFNGR1 Protein–Protein Interaction","Takashi Miura, Kang Ju Lee, Takayuki Katoh, Hiroaki Suga","<em>J. Am. Chem. Soc.</em>, 2024, 146, 26, 17691–17699",https://pubs.acs.org/doi/10.1021/jacs.4c01979
15341,3/5/22,Hiroaki,Suga,Prof.,University of Tokyo,https://www.chem.s.u-tokyo.ac.jp/users/bioorg/English/index.html,Ribosomal synthesis,"Aromatic cyclic β2,3-amino acids (cβAAs), such as 2-aminobenzoic acid and 3-aminothiophene-2-carboxylic acid, are building blocks that can induce unique folding...","<p>Aromatic cyclic β2,3-amino acids (cβAAs), such as 2-aminobenzoic acid and 3-aminothiophene-2-carboxylic acid, are building blocks that can induce unique folding propensities of peptides. Although their ribosomal elongation had been a formidable task due to the low nucleophilicity of their amino groups, Suga et al have recently overcome this issue by means of an engineered tRNAPro1E2 that enhances their incorporation efficiency into nascent peptide chains. </p>
<p>Here they report ribosomal synthesis of a random macrocyclic peptide library containing aromatic and aliphatic cβAAs, and its application to de novo discovery of binders against human IFNGR1 and FXIIa as model targets. The potent binding peptides showed not only high inhibitory activity but also high protease resistance in human serum.</p>
<p> Moreover, these cβAAs play a critical role in exhibiting their properties, establishing a discovery platform for de novo foldamer-like macrocycles containing such unique building blocks.</p>",Suga-JACS-e1646521692999.jpg,In Vitro Selection of Foldamer-Like Macrocyclic Peptides Containing 2-Aminobenzoic Acid and 3-Aminothiophene-2-Carboxylic Acid,Takayuki Katoh and Hiroaki Suga*,"J. Am. Chem. Soc. 2022, 144, 5, 2069–2072",https://pubs.acs.org/doi/abs/10.1021/jacs.1c12133
16481,2/28/24,Jessica M. J.,Swanson,Assistant Professor,The University of Utah,https://faculty.utah.edu/u0544741-Jessica_M_Swanson/hm/index.hml,Lasso Peptides,"Lasso peptides make up a class of natural products characterized by a threaded structure. Given their small size and stability, chemical synthesis would offer tremendous potential...","<p>Lasso peptides make up a class of natural products characterized by a threaded structure. Given their small size and stability, chemical synthesis would offer tremendous potential for the development of novel therapeutics. However, the accessibility of the pre-folded lasso architecture has limited this advance.</p>
<p>To better understand the folding process <em>de novo</em>, simulations are used in work published in <em>JACS</em>, by the Swanson Group to characterize the folding propensity of microcin J25, MccJ25, a lasso peptide known for its antimicrobial properties. New algorithms were developed to unambiguously distinguish threaded from nonthreaded precursors and determine handedness, a key feature in natural lasso peptides.</p>
<img alt=""The Swanson Group"" class=""img-responsive"" src=""/swanson_group_image.jpg"" style=""margin-bottom: 19px;""/>
<p>Group members found that MccJ25 indeed forms right-handed pre-lassos, in contrast to past predictions but consistent with all natural lasso peptides. Additionally, the native pre-lasso structure is shown to be metastable prior to ring formation but to readily transition to entropically favored unfolded and nonthreaded structures, suggesting that <em>de novo</em> lasso folding is rare. However, by altering the ring forming residues and appending thiol and thioester functionalities, group members were able to increase the stability of pre-lasso conformations. Furthermore, conditions leading to protonation of a histidine imidazole side chain further stabilize the modified pre-lasso ensemble.</p>
<p>This work highlights the use of computational methods to characterize lasso folding and demonstrates that <em>de novo</em> access to lasso structures can be facilitated by optimizing sequence, unnatural modifications, and reaction conditions like pH.</p>",swanson_jessica_figure.jpg,Lasso Peptides: Exploring the Folding Landscape of Nature’s Smallest Interlocked Motifs,"Gabriel C. A. da Hora, Myongin Oh, Marcus C. Mifflin, Lori Digal, Andrew G. Roberts, and Jessica M. J. Swanson","<em>J. Am. Chem. Soc.</em>, 2024, 146, 7, 4444–4454",https://doi.org/10.1021/jacs.3c10126
19832,4/5/25,F. Akif,Tezcan,Professor,University of California at San DIego,,Protein Design,"Isopeptide bonds, IPBs, — covalent linkages between the side chains of lysine and asparagine/glutamine or aspartate/glutamate — are remarkable for their chemical resilience and structural significance...","<p>Isopeptide bonds, IPBs, — covalent linkages between the side chains of lysine and asparagine/glutamine or aspartate/glutamate — are remarkable for their chemical resilience and structural significance in both intracellular signaling and extracellular stabilization. Unlike disulfide bonds, IPBs require enzymatic catalysis and occur rarely via spontaneous processes. In a study published in the <em>Journal of the American Chemical Society</em>, researchers from Akif Tezcan's group at the University of California at San Diego, present a landmark achievement in <em>de novo</em> protein design: the construction and characterization of novel proteins capable of autocatalytic IPB formation.</p> 
<div style=""margin: 19px 0 19px 0"">
	<img src=""tezcan_group.jpg"" alt=""The Tezcan Group"" class=""img-responsive"">
	<p class=""small"">The Tezcan Group</p>
</div>
<h2 class=""secondary-homepage-header-left-2"">Designing Autocatalytic Precision from the Ground Up</h2>
<p>Using the bacterial pilin protein RrgA as a structural template, researchers developed three synthetic proteins — dnIPB-1, dnIPB-2, and dnIPB-3 — sharing less than 31% sequence identity with the native RrgA C-terminal domain. Central to their design is a solvent-shielded catalytic triad (Lys–Asn–Glu) embedded within a hydrophobic core, mimicking the natural configuration necessary for IPB formation.</p>
<p>The proteins were constructed using a generative diffusion model, RFdiffusion, to create new backbones that supported the catalytic motif, followed by sequence optimization with ProteinMPNN and structure prediction with AlphaFold2. From an initial pool of over 20 designs, dnIPB-1 and dnIPB-2 demonstrated high structural integrity and successful autocatalysis <em>in vitro</em>. Notably, insights from these designs informed a revision of the initially inactive dnIPB-3 variant, rescuing its catalytic potential.</p>
<h2 class=""secondary-homepage-header-left-2"">Structural Confirmation and Stability</h2>
<p>Crystallographic analysis confirmed IPB formation in both dnIPB-1 and dnIPB-2, revealing close alignment between experimental structures and AlphaFold2 predictions. Both proteins adopted β-sandwich architectures consistent with immunoglobulin-like folds, yet showed divergent topologies and sizes — indicating flexibility in scaffold design as long as the IPB motif remains intact and solvent-protected.</p>
<p>Thermal and chemical denaturation assays revealed high stability in the designed proteins, particularly dnIPB-2, which withstood temperatures &gt;100°C and denatured only at high concentrations of guanidine hydrochloride. Mutation of the IPB-forming Asn residue, N148A, resulted in significant destabilization, directly linking covalent bond formation to enhanced structural robustness.</p>
<h2 class=""secondary-homepage-header-left-2"">Probing Determinants of Autocatalysis</h2>
<p>An alanine-scanning mutagenesis study of dnIPB-2 identified several critical residues — especially those forming a hydrophobic lid above the catalytic site — essential for IPB formation. Surprisingly, mutations within a flexible β-strand-loop region tolerated substitutions without loss of function, provided that the lid architecture remained intact. These findings emphasize the necessity of a preorganized, solvent-shielded active site for catalytic activity.</p>
<p>In redesigning dnIPB-3, shortening an overextended loop improved core packing and restored autocatalytic ability, underscoring the utility of experimental validation even for high-confidence structural predictions.</p>
<h2 class=""secondary-homepage-header-left-2"">Toward Novel Tag–Catcher Systems</h2>
<p>Inspired by the SpyTag/SpyCatcher platform, the team engineered tag–catcher systems by splitting the designed proteins at the IPB site. While the dnIPB-1 split failed to complement, the dnIPB-2 split successfully formed covalently linked complexes when paired with sfGFP-tagged segments. This result marks a promising proof-of-concept for customizable <em>de novo</em>-designed Tag–Catcher tools with potential applications in biotechnology and nanomaterials.</p>
<h2 class=""secondary-homepage-header-left-2"">Expanding the Toolbox of Protein Engineering</h2>
<p>This work from the Tezcan lab demonstrates the successful <em>de novo</em> design of autocatalytic enzymes with precise structural and functional fidelity. Beyond validating a new approach for building catalytically active proteins, these designs explore sequence–structure–function relationships outside evolutionary constraints. The findings open new avenues for creating robust protein-based materials, therapeutics, and modular bioconjugation platforms.</p>
<p>Looking ahead, the capacity to rationally design IPB-forming systems with orthogonal specificities and tunable properties will significantly expand the functional landscape of synthetic proteins.</p>",tezcan_jacs_mar_25.jpg,<em>De Novo</em> Design of Proteins for Autocatalytic Isopeptide Bond Formation,"Suppachai Srisantitham, Alyssa L. Walker, Ulrich Markel, F. Akif Tezcan","Suppachai Srisantitham, Alyssa L. Walker, Ulrich Markel, F. Akif Tezcan, <em>J. Am. Chem. Soc.</em>, 2025, Online Early Access. https://doi.org/10.1021/jacs.5c03319",https://doi.org/10.1021/jacs.5c03319
15282,5/1/20,Mark,Distefano,Prof.,University of Minnesota,http://distefano.chem.umn.edu/,Improved Thiol Protection,Photoremovable caging groups are useful for biological applications because the deprotection process can be initiated by illumination with light without the necessity of adding additional reagents...,"<p>Photoremovable caging groups are useful for biological applications because the deprotection process can be initiated by illumination with light without the necessity of adding additional reagents such as acids or bases that can perturb biological activity. In solid phase peptide synthesis (SPPS), the most common photoremovable group used for thiol protection is the o-nitrobenzyl group and related analogues.<p></p>
<p>Published in Journal of Organic Chemistry, and presented in the Chemistry and Biology of Peptides Gordon Research Conference in Ventura, February of 2020, researchers in the Distefano Lab in collaboration with the Blank Lab, demonstrated that methoxy substituted nitrodibenzofuran (MeO-NDBF)-based protecting group for thiol protection has improved two photon cross section in comparison with parent nitrodibenzofuran (NDBF) analogue for SPPS. <p></p>
<p>A simple and convenient synthetic route was developed for the production of Fmoc-N-Cys(MeO-NDBF)-OH cysteine, suitable for SPPS. This analogue was efficiently incorporated into biologically relevant peptides, a-Factor and KRas, which then had their photolysis kinetics characterized in both UV- and two-photon-mediated reactions. In UV mediated deprotection a quantum yield of 0.51 was calculated for MeO-NDBF, 25-fold higher than the commercially available thiol protecting group nitroveratryl (NV). In two-photon mediated deprotection an action cross-section of 0.71–1.4 GM was particularly notable.<p></p>
<p>The biological compatibility of MeO-NDBF thiol protecting group was exhibited when UV and two-photon activation was used to initiate their subsequent enzymatic processing by the enzyme farnesyltransferase. Finally, the high temporal control afforded by MeO-NDBF was also demonstrated when increasing amount of the processed peptide was obtained in an irradiation-time dependent manner. This study exemplified the utility and applicability of MeO-NDBF as an orthogonal thiol protecting group, especially in the context of SPPS.  <p></p></p></p></p></p>",thiol_protection.jpg,Methoxy-Substituted Nitrodibenzofuran-Based Protecting Group with an Improved Two-Photon Action Cross-Section for Thiol Protection in Solid Phase Peptide Synthesis,"Taysir K. Bader, Dr. Feng Xu, Michael H. Hodny, Dr. David A. Blank, and Dr. Mark D. Distefano","J. Org. Chem. 2020, 85, 3, 1614-1625",https://pubs.acs.org/doi/abs/10.1021/acs.joc.9b02751
15300,9/10/20,Ping,Wang,Prof.,Shanghai Jiao Tong University,http://scce.sjtu.edu.cn/en/jiaoshi.php?aid=448&c=2,Modified Amino Acids,"Herein, Wang et al. present a photoredox-catalyzed asymmetric method for the preparation of enantiopure β-thiolated/selenolated amino acids using a simple chiral auxiliary...","<p>Sulfur and selenium occupy a distinguished position in biology owing to their redox activities, high nucleophilicity, and acyl transfer capabilities. Thiolated/selenolated amino acids, including cysteine, selenocysteine, and their derivatives, play critical roles in regulating the conformation and function of proteins and serve as an important motif for peptide design and bioconjugation.<p></p>
<p>Unfortunately, a general and concise method to attain enantiopure β-thiolated/selenolated amino acids remains an unsolved problem. Herein, Wang et al. present a photoredox-catalyzed asymmetric method for the preparation of enantiopure β-thiolated/selenolated amino acids using a simple chiral auxiliary, which controls the diastereoselectivity of the key alkylation step and acts as an orthogonal protecting group in the subsequent peptide synthesis. 
<p>Their protocol can be used to prepare a wide range of β-thiolated/selenolated amino acids on a gram scale, which would otherwise be difficult to obtain using conventional methods. The effect of their chemistry was further highlighted and validated through the preparation of a series of peptidyl thiol/selenol analogues, including cytochrome c oxidase subunit protein 7C and oxytocin.<p></p></p></p></p>",Thiolated-amino-acid.jpg,Stereoselective and Divergent Construction of β‑Thiolated/ Selenolated Amino Acids via Photoredox-Catalyzed Asymmetric Giese Reaction,"Hongli Yin, Mengjie Zheng, Huan Chen, Siyao Wang, Qingqing Zhou, Qiang Zhang, and Ping Wang","J. Am. Chem. Soc. 2020, 142, 14201−14209",https://pubs.acs.org/doi/10.1021/jacs.0c04994
